gap,J. Smole nekaj iz klopi - se ne sliši.
gap,iz klopi
gap,nerazumljiva beseda
gap,Glasovi iz klopi.
gap,Gospod podpredsednik govori iz klopi.
gap,Govorjenja iz klopi.
gap,... iz klopi
gap,iz klopi
gap,iz klopi ...
gap,Iz klopi ...
gap,Govori iz klopi - nerazumljivo.
gap,Iz klopi - nerazumljivo.
gap,"Sledi razprava več razpravljalcev hkrati iz dvorane, nerazumljivo za pisanje."
gap,Pripombe iz dvorane.
gap,šepetanje
gap,nerazumljivo
gap,Ne sprejme - nerazumljivo
gap,šepet
gap,nerazumljivo - saj smo
gap,dogovarjanje iz dvorane
gap,iz dvorane - se ne sliši
gap,"nerazumljivo, tišina"
gap,glas iz dvorane.
gap,Razpravlja iz dvorane - nerazumljivo.
gap,glas iz dvorane.
gap,POZSONEC: iz klopi - nerazumljivo
gap,iz klopi: dr. Vencelj
gap,Iz klopi.
